CVE_ENT,delito,resolucion,ubicacion,productos_servicios,detalles_adicionales
9,PROBABLEMENTE," $18,750.00.",PROBABLEMENTE OBTUVO, CHEQUE NUMERO 10346, BENEFICIOS ADICIONALES A LAS CONTRAPRESTACIONES
13,OMITIO,OMITIO PRESENTAR EN TIEMPO, ESTADO DE HIDALGO, DECLARACION PATRIMONIAL, DECLARACION PATRIMONIAL
9,PAGOS REALIZADOS,PAGOS REALIZADOS, SIN EVIDENCIA DE INFORMES DE ACTIVIDADES,PAGOS,PAGOS REALIZADOS SIN EVIDENCIA
9,FALTA DE SUPERVISIN,FALTA DE SUPERVISIN,FALTA DE SUPERVISIN,FALTA DE SUPERVISIN,FALTA DE SUPERVISIN
13,OMITI, INHABILITACIN," ESTADO DE HIDALGO,"," EMPLEO, CARGO O COMISIN EN EL SERVICIO PBLICO", TODOS LOS EFECTOS LEGALES A QUE HAYA LUGAR.
9,CAMBIO DE ESTATUS EN EL SISTEMA DE CREDITO, SUSPENDIDIDO A ACTIVO,CAMBIO DE ESTATUS,CAMBIO DE ESTATUS EN EL SISTEMA DE CREDITO,CAMBIO DE ESTATUS EN EL SISTEMA DE CREDITO
16,NO CUMPLI CON DILIGENCIA Y LEGALIDAD,"
FRACCIONES VIOLENTADAS:", MICHOACN,NO CUMPLI CON DILIGENCIA Y LEGALIDAD EL SERVICIO," ARTCULOS 44 FRACCIONES I, II, III Y XXII"
5,Dato no proporcionado,Dato no proporcionado,Dato no proporcionado,Dato no proporcionado,Dato no proporcionado
13,OMITI, INHABILITACIN," ESTADO DE HIDALGO,"," EMPLEO, CARGO O COMISIN EN EL SERVICIO PBLICO", TODOS LOS EFECTOS LEGALES A QUE HAYA LUGAR.
9,FALTA DE SUPERVISIN,FALTA DE SUPERVISIN,FALTA DE SUPERVISIN,FALTA DE SUPERVISIN EN EL CONTRATO DE OBRA,FALTA DE SUPERVISIN
26,DEJAR DE CUMPLIR CON LAS OBLIGACIONES,DEJAR DE CUMPLIR CON LAS OBLIGACIONES, ESTADO,DEJAR DE CUMPLIR CON LAS OBLIGACIONES," III, V, VI, VII Y XXVI"
26,"
USO EXCESIVO DE FACULTADES","
USO EXCESIVO DE FACULTADES", SONORA., AGUA,"
USO EXCESIVO DE FACULTADES"
30, VEINTISIS," $30,000.00,"," VEINTISIS DE AGOSTO DE DOS MIL ONCE,", FICHA PARA INGRESAR A TRABAJAR, ALGN PROVECHO O VENTAJA PERSONAL.
9,OMITI SUPERVISAR," $144,184.00",OMITI," $144,184.00",OMITI SUPERVISAR
30,CULTOS, LIBERAR AL CONTRATISTA," 2007,", MATERIAS PRIMAS;, MLTIPLES FALLAS QUE PRESENTABA LA PLANTA
9,GOZO INDEBIDAMENTE,GOZO INDEBIDAMENTE,GOZO INDEBIDAMENTE, ENERGIA ELECTRICA GRATUITA DE MANERA DUPLICADA,GOZO INDEBIDAMENTE
9,ABUSO, EJECUTAR EN SU AGRAVIO," ""ESTADO DE TLAXCALA"",", BAOS DE HOMBRES," INTEGRIDAD FISICA , PSICOLOGICA Y SOCIAL"
21,AUTORIDAD SANCIONADORA: COMISARIA DE LA CONTRALORIA, COMISARIA DE LA CONTRALORIA, PUEBLA, AGUA, COMISARIA DE LA CONTRALORIA
4, PROVOCANDO UN DAO, UN DAO EN EL PATRIMONIO DE LA UNIVERSIDAD, AGUASCALIENTES.," $379,183,327.89", ENCOMIENDAS Y FINES PREVISTOS
13,OMITIO,OMITIO PRESENTAR EN TIEMPO, ESTADO DE HIDALGO, DECLARACION PATRIMONIAL, DECLARACION PATRIMONIAL
13,NO REALIZAR EN TIEMPO, INHABILITACIN," ESTADO DE HIDALGO,"," EMPLEO, CARGO O COMISIN EN EL SERVICIO PBLICO",NO REALIZAR EN TIEMPO SU DECLARACIN PATRIMONIAL
30,PRESUNTAMENTE DE MANERA INDEBIDA, CONSANGUINIDAD EN TERCER GRADO, TERCER GRADO, CONTRATACION, CONTRATACION DE UN PARIENTE
9,OMITI,OMITI EJERCER DEBIDAMENTE EL PRESUPUESTO ASIGNADO," 2009,", PRESUPUESTO, HBILES POSTERIORES A LA FECHA DE TRMINO
17,OMITI COMPROBAR CON DOCUMENTACIN,OMITI COMPROBAR CON DOCUMENTACIN FEHACIENTE, MORELOS.," $ 560,662.28,", INCUMPLIMIENTO
17,LA OBSERVACION 3, SUSTITUCION POR OBRA NUEVA," DOS MIL NUEVE,", HOSPITAL DEL NIO MORELENSE,LA OBSERVACION 3
9, NEGLIGENCIA ADMINISTRATIVA, NEGLIGENCIA ADMINISTRATIVA, NEGLIGENCIA ADMINISTRATIVA, DOCUMENTOS CREDITICIOS, LOS MISMOS SE ENCONTRABAN ALTERADOS
9, ABUSO DE SU CARGO COMO DIRECTOR GENERAL, DESTITUCIN, TAR," 905,625.08.", NO ATENDIO DILIGENTEMENTE
9,EL C. SERGIO SEPULVEDA GOMEZ NO VERIFICO, MONTOS SEALADOS,EL C. SERGIO SEPULVEDA GOMEZ NO VERIFICO," VIAJES MEXICO AMIGO,", FACTURAS A-871 Y A-867
8, NO TIENE., EJECUTORIA., CHIHUAHUA., AGUA Y SANEAMIENTO, DIVERSAS OBSERVACIONES
9,OMITI,OMITI, ESTACIN MIGRATORIA,"OMITI LA CUSTODIA, VIGILANCIA Y SEGURIDAD","OMITI LA CUSTODIA, VIGILANCIA Y SEGURIDAD"
13,"EL SERVIDOR PBLICO,", OMITI," ESTADO DE HIDALGO,", INGRESOS Y EGRESOS, ARTCULOS 2 Y 34
9, DELITO CONTRA LA SALUD," EVASIN DE PRESOS,"," ZAMORA MICHOACN,", SALUD, PRESUNTAMENTE CONSTITUTIVOS DE UN DELITO CONTRA LA SALUD
17, PBLICAS," $514,905.33", NULIDAD.," $514,905.33"," 1 (UNO) Y 2 (DOS),"
9, DELITO CONTRA LA SALUD, MARIHUANA, 194 LTIMO PRRAFO, MARIHUANA," 234 AL 237 DE LA LEY GENERAL DE SALUD,"
9,EJERCI, SANCIN, DOS MIL SIETE;INFRINGIENDO, COMISIONES EN EL SERVICIO PBLICO," FUNCIONES EN LOS CARGOS DE TCNICO SUPERIOR,"
21,DE LA REVISION AL CONTROL LEGISLATIVO," $2'339,329.52"," SIN COMPROBAR, NI JUSTIFICAR", GASTO," SIN COMPROBAR, NI JUSTIFICAR"
21, A TTULO DOLOSO, SENTENCIA DE AMPARO.," PUEBLA,", SERVIDOR PBLICO," PRECEPTOS 9, PRRAFO PRIMERO Y 13, FRACCIN III,"
9,OMITIO,OMITIO REGISTRAR LAS RENOVACIONES DE VIGENCIAS,OMITIO, RENOVACIONES DE VIGENCIAS DE 122 CHIPS,OMITIO REGISTRAR LAS RENOVACIONES DE VIGENCIAS
9, AFINIDAD EN LINEA COLATERAL EN TERCER GRADO., TERCER GRADO., TERCER GRADO., ATENCION O TRAMITE DE ASUNTOS, ATENCION O TRAMITE DE ASUNTOS
9,Dato no proporcionado,Dato no proporcionado,Dato no proporcionado,Dato no proporcionado,Dato no proporcionado
9, TENA," $580,000.00", ESTADO," $580,000.00", CONTRAPRESTACIONES COMPROBABLES
17," 4 DAS HBILES,", 4 DAS;, MORELOS, SERVIDORES PBLICOS,"LOS HECHOS QUE SE ATRIBUYEN, SE DESPRENDEN"
22, 2016.," ENTONCES TRIBUNAL DE LO CONTENCIOSO ADMINISTRATIVO,", ESTADO DE QUERTARO., CUENTA PBLICA,"
ARTCULO Y FRACCIONES INFRINGIDAS:"
9,Dato no proporcionado,Dato no proporcionado,Dato no proporcionado,Dato no proporcionado,Dato no proporcionado
21, DIVERSAS IRREGULARIDADES NO DESVIRTUADAS, DOS MIL OCHO, PUEBLA, DIVERSAS IRREGULARIDADES NO DESVIRTUADAS, DIVERSAS IRREGULARIDADES NO DESVIRTUADAS
13,NO REALIZAR EN TIEMPO SU DECLARACION,NO REALIZAR EN TIEMPO, ESTADO DE HIDALGO,NO REALIZAR EN TIEMPO,NO REALIZAR EN TIEMPO SU DECLARACION DE CONCLUSION
9,OBTUVO BENEFICIOS ADICIONALES, VITICOS,OBTUVO, VITICOS, FACTURAS CARENTES DE VALIDEZ
22,NO PRESENTO EN TIEMPO Y FORMA, 49 FRACCIN IV., QUERTARO, PATRIMONIAL DE CONCLUSIN.,"
ARTCULO Y FRACCIONES INFRINGIDAS:"
9," TENIA INTERES PERSONAL,", PROFESOR DE CARRERA TITULAR B;," OTORGARLE LA PLAZA E4329,"," INTERES PERSONAL,", ARTICULO 8 FRACCIONES XI Y XIV
9,PRESUNTOS ABUSOS SEXUALES, EJERCICIO INDEBIDO, 2010-2011.,PRESUNTOS ABUSOS SEXUALES,PRESUNTOS ABUSOS SEXUALES
9, DISPOSICION ILICITA, UN DAO A AL HERARIO DE LA FEDERACION., UN DAO A AL HERARIO DE LA FEDERACION., DISPOSICION ILICITA DE LAS VIAS FERREAS, LA DISPOSICION ILICITA DE LAS VIAS FERREAS
9, SOLICIT DE MANERA INDEBIDA," $100,000.00"," SINALOA,"," UNIDAD PRODUCTIVA,"," EMPLEO, CARGO O COMISIN"
9,"SAL BLANCAS TAMAYO,"," PEDERASTA AGRAVADA,", MXICO.,"SAL BLANCAS TAMAYO,"," PRRAFO PRIMERO, TERCERO, CUARTO Y SEXTO"
9, NO OBSTANTE QUE TENIA INTERES FAMILIAR, PARENTESCO DE AFINIDAD EN SEGUNDO GRADO, SEGUNDO GRADO, CONTRATACION, NO OBSTANTE QUE TENIA INTERES FAMILIAR
9,RECIBI," $991,600.00"," AC,"," CRECER,", NI JUSTIFICARA NI REINTEGRARA
9,VIOLACION,VIOLACION," LFRASP,", BIENES MUEBLES PARA SU GUARDA Y ALMACEN, NO DENUNCI
9," SU TRABAJO,"," $19,092.00."," ESTADO DE CUENTA BANCARIO DE LA CFE,"," TRABAJO,"," SU TRABAJO,"
9,NO ATENDIO CON DILIGENCIA, RESOLUCION DE 19 DE MAYO DE 2009,NO ATENDIO CON DILIGENCIA, PETROLEOS MEXICANOS., LA RESOLUCION DE 19 DE MAYO DE 2009
4, PEDIR DINERO PARPOR AGRAVIO DE UN CIUDADANO,POR PEDIR DINERO PARPOR AGRAVIO, PARPOR AGRAVIO DE UN CIUDADANO, DINERO, EXISTE UN PRESUPUESTO MANIPULADO
3, SIN QUE HUVIERE VALIDADO QUE LA DOCUMENTACIN," 658810.26,"," BAJA CALIFORNIA SUR,", TRASLADO DE PACIENTES, 1125 ORDENES DE SERVICIO DE TRASLADO DE PACIENTES
13, PRRAFO, INCUMPLI, ESTADO DE HIDALGO, INCUMPLI, TODOS LOS EFECTOS LEGALES A QUE HAYA LUGAR.
13,OMITI, INHABILITACIN," ESTADO DE HIDALGO,"," EMPLEO, CARGO O COMISIN EN EL SERVICIO PBLICO", TODOS LOS EFECTOS LEGALES A QUE HAYA LUGAR.
22, NO BRIND ATENCIN MDICA A LA PACIENTE, 5 AOS, ESTADO DE QUERTARO, NO BRIND ATENCIN MDICA A LA PACIENTE, NO BRIND ATENCIN MDICA A LA PACIENTE
21,DIVERSAS IRREGULARIDADES NO DESVIRTUADAS," $2,411,222.79"," PUEBLA,"," $2,411,222.79",DIVERSAS IRREGULARIDADES
9, FOMAGRO," $880,000.00"," NO SE LLEVO A CABO,", OMITIERON APLICAR DEBIDAMENTE DICHOS RECURSOS;, OMITIERON APLICAR DEBIDAMENTE DICHOS RECURSOS;
9, CONSANGUINEO, CONSANGUINEO, SU JEFE INMEDIATO, ASUNTOS EN LOS QUE TENIA UN INTERES FAMILIAR, ASUNTOS EN LOS QUE TENIA UN INTERES FAMILIAR
13,OMITI, INHABILITACIN," ESTADO DE HIDALGO,"," EMPLEO, CARGO O COMISIN EN EL SERVICIO PBLICO", TODOS LOS EFECTOS LEGALES A QUE HAYA LUGAR.
9, SOLICIT UNA DDIVA," (TREINTA Y SEIS MIL PESOS 00/100 M.N.),", SOLICIT UNA DDIVA, SOLICIT UNA DDIVA," DIVERSOS CRDITOS FISCALES,"
9," ABUSANDO DEL CARGO QUE TENIA,", RETIROS INDEBIDOS, ESTADO," RECURSOS DE CUENTAHABIENTES DE BANSEFI,", REALIZANDO RETIROS INDEBIDOS
9,CAUS UN DAO ECONMICO, UN DAO ECONMICO, DAO ECONMICO," $704,309.96", DIVERSAS INCONSISTENCIAS
9,TRANSFIRIO, DAO Y PERJUICIO, FUE REGRESANDO LAS CANTIDADES, PAGO A LOS PROVEEDORES, PROCEDIMIENTO DE RESPONSABILIDADES FUE REGRESANDO
9," INDEBIDAMENTE,"," $457,024.55"," 5177126339943499,", CAMBIO DE CUENTA BANCARIA DE ONCE PENSIONES, NMERO
2,OBTUVO, CONTRAPESTACIONES COMPROBABLES," FONTRERA NORTE,", DELEGADO ADMINISTRATIVO CON FUNCIONES DE ENCARGADA DE VIAJES., CONTRAPESTACIONES COMPROBABLES
9,"IRREGULARIDAD ADMINISTRATIVA,","IRREGULARIDAD ADMINISTRATIVA,","IRREGULARIDAD ADMINISTRATIVA,", DOCUMENTACION,"IRREGULARIDAD ADMINISTRATIVA,"
9," 2642463,"," $5,000.00"," 2642463,"," EMPLEO, CARGO O COMISION", CONTRAPRESTACIONES
9,AUTORIDAD SANCIONADORA:, DIRECCION DE RESPONSABILIDADES Y SANCIONES, DIRECCION DE RESPONSABILIDADES Y SANCIONES, CONTRALORIA GENERAL, DIRECCION DE RESPONSABILIDADES Y SANCIONES
11,NO LOS PRECISA.,NO LOS PRECISA.,NO LOS PRECISA.,NO LOS PRECISA.,NO LOS PRECISA.
17,DEPENDENCIA:, EJECUTORIA POR MINISTERIO DE LEY.," ESTADO DE MORELOS,"," 2021,", CAUS EJECUTORIA POR MINISTERIO DE LEY.
1,CARGAS EXCESIVAS DE COMBUSTIBLE,CARGAS EXCESIVAS DE COMBUSTIBLE, ESTADO.,CARGAS EXCESIVAS DE COMBUSTIBLE,CARGAS EXCESIVAS DE COMBUSTIBLE
9,OBTENER BENEFICIOS ADICIONALES,OBTENER BENEFICIOS ADICIONALES, ESTADO.,OBTENER BENEFICIOS ADICIONALES,OBTENER BENEFICIOS ADICIONALES
13,OMITI, INHABILITACIN," ESTADO DE HIDALGO,"," EMPLEO, CARGO O COMISIN EN EL SERVICIO PBLICO", TODOS LOS EFECTOS LEGALES A QUE HAYA LUGAR.
21,DEFICIENCIAS ADMINISTRATIVAS," $7,301,089.31/100M.N.", PUEBLA.,DEFICIENCIAS ADMINISTRATIVAS,DEFICIENCIAS ADMINISTRATIVAS
22, NEGOCIACIONES ILCITAS, NEGOCIACIONES ILCITAS," LA SENTENCIA DE 09 DE SEPTIEMBRE DE 2020,"," LIMPIEZA DEL RIO SAN JUAN,"," 259, 260, FRACCIN III Y 14, FRACCIN I"
9,OMITIO REALIZAR LA DEBIDA ADMINISTRACION,OMITIO REALIZAR LA DEBIDA ADMINISTRACION,OMITIO,OMITIO REALIZAR LA DEBIDA ADMINISTRACION DEL CONTRATO, DECIMA SEGUNDA DECIMO TERCERA Y DECIMO SEXTA.
21, 2005-2008.," $104982,129.56", PUEBLA.," $104982,129.56", 48 IRREGULARIDADES.
9," TENA UN INTERS FAMILIAR,"," CUARTO GRADO POR AFINIDAD,", CUARTO GRADO," PRESTADOR DE SERVICIOS PROFESIONALES POR HONORARIOS,", NO SE CUENTA CON REGISTRO ALGUNO
9, FALTANTE," $24,956.34;"," SU ADSCRIPCION,"," $24,956.34;", OMITIO REGISTRAR CONTABLEMENTE
9,"INCUMPLI CON EL SERVICIO PBLICO ENCOMENDADO,", IMPOSIBILIDAD," 2009,"," EL BLOCK DE INCAPACIDADES NMERO 576,", NO PODA OBTENER ALGUNA VENTAJA
9,OMITI SOLVENTAR LAS OBSERVACIONES DE LA AUDITORA 02/2010,OMITI SOLVENTAR LAS OBSERVACIONES DE LA AUDITORA 02/2010, 02/2010, SOLVENTAR LAS OBSERVACIONES DE LA AUDITORA 02/2010, OBSERVACIONES DE LA AUDITORA 02/2010
30,"EN LA ADJUDICACIN AB-400-RM-20001283/06,"," $12497,712.96,", ESTADO, 170 EXTINTORES MARCA ANSUL DE 150 LIBRAS, NO SE ASEGURARON
9,OMITI SUPERVISAR," GASTOS DE GASOLINA,",OMITI," GASTOS DE GASOLINA,"," GASTOS DE GASOLINA, GASTOS PROPIOS DE LA GERENCIA"
14,DE OFICIO," RESPONSABILIDAD ADMINISTRATIVA EN CONTRA DE SERVIDOR PBLICO,", H. AYUNTAMIENTO DE LAGOS DE MORENO.," AGUA POTABLE,", SE DESLINDARON CAUSAS DE RESPONSABILIDAD ADMINISTRATIVA
8, REALIZO PAGOS MAYORES A LOS ESTIPULADOS," $29, 830.73,", CHIHUAHUA, UNA FACTURA," PAGO INDEBIDO,"
9,INDEBIDAMENTE," $617,032.22"," 2013,", DAO PATRIMONIAL, FIRM 8 FORMATOS NICOS DE PERSONAL
9,RECIBIO PAGOS,RECIBIO PAGOS, ESTADO DE SERVICIOS DE ENERGIA ELECTRICIA., ENERGIA ELECTRICA,"
REALIZO DIVERSOS REPORTES FALSOS"
9,NO SE CUMPLIO," MEDIDAS DE FIN DE AO,"," 2012 Y 2013,"," (MONEDEROS ELECTRONICOS),", GESTIONAR LOS REINTEGROS ANTE LA TESOFE
9, EVENTO VEHICULAR, $44.00, DETERMINNDOSE LA EXISTENCIA DE UN FALTANTE, UN EVENTO VEHICULAR, LA EXISTENCIA DE UN FALTANTE
9,NO SE ABSTUVO DE EJERCER FUNCIONES, INHABILITACIN, DOS MIL DIECISIETE., CONTRATOS DE PRESTACIN DE SERVICIOS PROFESIONALES, UNA INHABILITACIN
9, COBTRATOS., CONTRATOS, QUER EL SAE NO LOS TENIA EN ADMINISTRACION, CONTRATOS," CONTRATOS SAE/0003/2008 Y SAE/0235/2009,"
9, NO SE ENCONTRABAN EN ADMINISTRACION," $7970,142.67.", NO SE ENCONTRABAN EN ADMINISTRACION, INMUEBLES, ART 28 FRACCIONES XVI Y XXV Y 39 FRACCIN XVI
17, NO REGISTRO LAS ORDENES DE INVESTIGACION, EXPEDITA., NO FUERA PRONTA Y EXPEDITA., NO REGISTRO LAS ORDENES DE INVESTIGACION, NI OBRAN EN LOS ARCHIVOS
17, MALA IMAGEN A LA INSTITUCION, MALA IMAGEN A LA INSTITUCION, MALA IMAGEN A LA INSTITUCION, MALA IMAGEN A LA INSTITUCION, MALA IMAGEN A LA INSTITUCION
13," DGRYSP/DR/203/2020,"," DGRYSP/DR/203/2020,", DICHA RESOLUCIN HA QUEDADO FIRME., DIVERSAS PRENDAS, DISPUSO DE DIVERSAS PRENDAS
17,ISTA, PERJUICIOS DE LOS JUSTICIABLES.," MORELOS,", SERVIDORES PBLICOS,"LOS HECHOS QUE SE LE ATRIBUYEN, SE DESPRENDEN"
9,OMITI," CASO PRCTIVO,", 34/2018, REACTIVOS," REACTIVOS Y EL CASO PRCTIVO,"
9,SACROVIR HERNNDEZ HERNNDEZ," CULPABLE Y PENALMENTE RESPONSABLE,",SACROVIR HERNNDEZ HERNNDEZ," TRANSPORTE DE MARIHUANA,"," ARTCULOS 57, FRACCIN II, INCISO A) Y 58"
13, HIDALGO., SANCIN DE INHABILITACIN," ESTADO DE HIDALGO,", NO CUMPLI CON EL SERVICIO ENCOMENDADO, LA FALTA ADMINISTRATIVA NO GRAVES
9,SIN TENER TITULO PROFESIONAL Y CDULA PERSONAL," CDULA PERSONAL CON EFECTOS DE PATENTE,", SIN LEGALMENTE SERLO, COMPLEJO PROCESADOR DE GAS CACTUS.,SIN TENER TITULO PROFESIONAL Y CDULA PERSONAL
21,AUTORIDAD SANCIONADORA:, SUBCONTRALOR DE RESPONSABILIDADES Y SITUACION, PUEBLA, PATRIMONIAL, SITUACION PATRIMONIAL
9,PRESUNTOS ABUSOS SEXUALES, EJERCICIO INDEBIDO, 2010-2011.,PRESUNTOS ABUSOS SEXUALES,PRESUNTOS ABUSOS SEXUALES
9,"OMITIO,"," $1278,400.69 M.N."," DICTAMEN CONTABLE EL 19 DE MARZO DE 2010,", SUSTITUCION DE REDES DE AIRE DE INSTRUMENTOS, LOS PUNTOS DEL PROCEDIMIENTO.
9,"EL SIETE DE ENERO DE DOS MIL DIEZ,"," DOS MIL DIEZ,"," DOS MIL DIEZ,", SERVICIOS, CUADA ANDREA ROSALVA GARCIA RODRIGUEZ.
21,"
HECHOS:NO CUMPLI"," $11,569,625.49", PUEBLA," $11,569,625.49", 19 IRREGULARIDADES
9, DELITO DE CONTRA LA SALUD, CULPABLE Y PENALMENTE RESPONSABLE," 2019,", TRANSPORTACIN DE NARCTICOS.," EN LA CARPETA DE EJECUCIN 82/2015,"
26,POR EL INCUMPLIMIENTO DE LAS OBLIGACIONES, 63, ESTADO DE SONORA., SERVIDORES PUBLICOS," III,IV,V,VI,XXI Y XXVII"
19,Por infringir, artculo 50, Nuevo Le, artculo 50," I, XI, XXII, LV y LXVI,"
9,DURANTE EL DESEMPEO DE SUS FUNCIONES, JUICIO DE AMPARO DIRECTO," 1101/2004,", LAUDO," INCIDENTE DE LIQUIDACIN,"
9,QUES," $131,537.92.", HIDALGO, EL INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES," CHEQUES 38038 Y 38139,"
9,"ICO,", PENAS CONVENCIONALES," DOS MIL SIETE,", EQUIPO DE SEGURIDAD MOVIL, DESCRIPCION DE LOS BIENES O SERVICIOS;
13,OMITI, INHABILITACIN," ESTADO DE HIDALGO,"," EMPLEO, CARGO O COMISIN EN EL SERVICIO PBLICO", TODOS LOS EFECTOS LEGALES A QUE HAYA LUGAR.
9,OMITIO ENTREGAR SU ARMA DE CARGO.,OMITIO ENTREGAR SU ARMA DE CARGO.,OMITIO ENTREGAR SU ARMA DE CARGO.,OMITIO ENTREGAR SU ARMA DE CARGO.,OMITIO ENTREGAR SU ARMA DE CARGO.
9," CONSANGUINEO,"," CONSANGUINEO,"," PARIENTE CONSANGUINEO,"," CONTRATACIN DE SU HIJO,"," LA TRAMITACIN DE LA CONTRATACIN DE SU HIJO,"
9,EJERCICIO INDEBIDO DEL SERVICIO PUBLICO.,EJERCICIO INDEBIDO DEL SERVICIO PUBLICO.,EJERCICIO INDEBIDO DEL SERVICIO PUBLICO., SERVICIO PUBLICO.,EJERCICIO INDEBIDO DEL SERVICIO PUBLICO.
30,DEPENDENCIA: SECRETARA DE EDUCACIN DE VERACRUZ, DAO PATRIMONIAL, VERACRUZ, PROGRAMA DE ESCUELA DE TIEMPO COMPLETO, RESPONSABILIDAD ADMINISTRATIVA Y DAO PATRIMONIAL
30,DEPENDENCIA: SECRETARA DE EDUCACIN DE VERACRUZ, DAO PATRIMONIAL, VERACRUZ, PROGRAMA DE ESCUELAS DE TIEMPO COMPLETO, RESPONSABILIDAD ADMINISTRATIVA Y DAO PATRIMONIAL
9, FALTANTE," $11,484.83."," DOS MIL CATORCE,"," $11,484.83."," UN FALTANTE POR LA CANTIDAD DE $11,484.83."
21,"BLA,"," (CIRCUNSTANCIA DE TIEMPO),"," ESTADO DE PUEBLA,"," DESACATO A UNA SENTENCIA DE AMPARO,"," 9, PRRAFO PRIMERO Y 13, FRACCIN III,"
28,"XH,"," $6,930.000.00", TAMAULIPAS;, ACCIONES DE VIVIENDA,OMISIN
9,NO SE CONDUJO,NO SE CONDUJO,NO,NO SE CONDUJO CON LA PROBIDAD Y RECTITUD, PROBIDAD Y RECTITUD
9," DELITO DE CONTRA LA SALUD,"," EL CDIGO PUNITIVO MILITAR,"," CDIGO PUNITIVO MILITAR,"," MARIHUANA,", 13 FRACCIONES I Y II
9,PRESENTO LICENCIA MEDICA CARENTE DE VALIDEZ,PRESENTO LICENCIA MEDICA CARENTE DE VALIDEZ, CARENTE DE VALIDEZ,PRESENTO LICENCIA MEDICA CARENTE DE VALIDEZ, LICENCIA MEDICA CARENTE DE VALIDEZ
3, ESE TIPO DE ACTOS., JUICIO LABORAL:," BAJA CALIFORNIA SUR,", OBESO;," NO OBSTANTE, DE CARECER DE FACULTADES"
9,EN SU CARGO DE DIRECTOR GENERAL, PENSION JUBILATORIA, EL ESTADO, LA PENSION JUBILATORIA, BENEFICIOS ADICIONALES A LAS PRESTACIONES COMPROBABLES
21, MXIMA DILIGENCIA EN EL SERVICIO ENCOMENDADO., CONTRALORA MUNICIPAL DEL AYUNTAMIENTO DE TEHUACN, PUEBLA., SERVICIO ENCOMENDADO., POR INCUMPLIR A LAS OBLIGACIONES
9, USTED INCURRI EN UN FALTANTE," $2,644.06."," OAXACA,"," $2,644.06.", TELECOMUNICACIONES
9,HABER OBTENIDO BENEFICIOS ADICIONALES, EJERCICIO INDEBIDO DEL CARGO, UN DAO AL ERARIO FEDERAL," $58,178.58",HABER OBTENIDO BENEFICIOS ADICIONALES
22,SE SANCIONO, DAO PATRIMONIAL AL ERARIO PBLICO FEDERAL, CONTRALORIA DEL MUNCIPIO DE CADEREYTA, GASTO DE RECURSOS PUBLICOS FEDERALES, EL GASTO DE RECURSOS PUBLICOS FEDERALES
29,"
FIRMEZA:", INHABILITACIN POR EL TRMINO DE DOS AOS, TLAXCALA.," SERVIDORES PBLICOS,", INCUMPLIERON
23, Contraloria Municipal de Felipe Carrillo Puerto.,Autoridad Sancionadora:, Contraloria Municipal de Felipe Carrillo Puerto., Contraloria Municipal de Felipe Carrillo Puerto., Contraloria Municipal de Felipe Carrillo Puerto.
22,SE SANCIONO, DAO PATRIMONIAL AL ERARIO PBLICO FEDERAL, CONTRALORIA DEL MUNCIPIO DE CADEREYTA, GASTO DE RECURSOS PUBLICOS FEDERALES," LOS INTERESES GENERADOS POR $16,294,094;"
9,FALTANTE," $136,474.06"," BAJA CALIFORNIA SUR,"," $136,474.06",FALTANTE EN CAJA DE CAUDALES
9,"LA C. ROSA MARIA MORIN,", BENEFICIOS ADICIONALES, ESTADO, TECNOLOGICO INDUSTRIAL Y DE SERVICIOS, CONTRAPRESTACIONES COMPROBABLES
30,DEPENDENCIA: SECRETARA DE EDUCACIN DE VERACRUZ, DAO PATRIMONIAL, VERACRUZ, DAO PATRIMONIAL, DAO PATRIMONIAL
9,REALIZAR REACTIVACION DE REGISTROS DE BENEFICIARIOS," JUBILACIONESY PENDIONES,", SIN TENER DOCUMENTOS NI ANTECEDENTES SUSTENTABLES," DEPOSITOS EN CUENTA BANCARIA,", DOCUMENTOS NI ANTECEDENTES SUSTENTABLES
30,DERIVADA, CONTRALORA GENERAL DEL ESTADO.," VERACRUZ,", PBLICAS, INFORMES INDIVIDUALES
9, C TIEMPO COMPLETO, C TIEMPO COMPLETO," SINALOA,", SERVICIOS, 2702 E4863 00.0 000173.
9,SERVIDORA PUBLICA," $500,000.00"," ACAPULCO, GUERRERO,"," UN CHEQUE POR $500,000.00", PRESENTANDO UN PODER NOTARIAL APOCRIFO.
9," ABUSO DE DICHO CARGO,"," ABUSO DE DICHO CARGO,", ALGUNA CON EL EVENTO ACADEMICO, EVENTO ACADEMICO," DOCUMENTACION CARENTE DE VALIDEZ,"
21,"HABER UTILIZADO INDEBIDAMENTE RECETAS MDICAS,", INCAPACITARSE., COMISARA PBLICA," RECETAS MDICAS,","HABER UTILIZADO INDEBIDAMENTE RECETAS MDICAS,"
23,"NO LOS PROPORCIONAN
AUTORIDAD SANCIONADORA:","NO LOS PROPORCIONAN
AUTORIDAD SANCIONADORA:", CONTRALORIA MUNICIPAL DE BENITO JUAREZ, CONTRALORIA MUNICIPAL DE BENITO JUAREZ,"NO LOS PROPORCIONAN
AUTORIDAD SANCIONADORA:"
29,NO BRIND UNA DEBIDA ATENCIN MEDICA, FALLECIMIENTO., TLAXCALA.," TRABAJO DE PARTO,", SU FALTA DE VIGILIANCIA A LA MENOR
9,C.I. CAJA DE PREVISIN,C.I. CAJA DE PREVISIN, D.F., CAJA DE PREVISIN,C.I. CAJA DE PREVISIN
